Time_Period,MCS_1_A0_kWh,MCS_1_A2S_kWh
1,250.0,250.0
2,250.0,250.0
3,250.0,250.0
4,247.89473684210526,250.0
5,247.8947368421053,247.89473684210526
6,247.8947368421053,247.89473684210526
7,245.78947368421055,247.89473684210526
8,244.68975069252076,245.78947368421052
9,244.68975069252076,245.78947368421052
10,244.68975069252076,243.71688415139158
11,244.68975069252076,243.71688415139158
12,244.68975069252076,243.71688415139158
13,242.58448753462602,241.61162099349684
14,242.58448753462602,241.61162099349684
15,242.58448753462602,241.98233534973727
16,242.58448753462602,242.3530497059777
17,242.58448753462602,242.72376406221812
18,240.47922437673128,243.09447841845855
19,238.37396121883654,243.4735543818793
20,238.37396121883654,243.85263034530004
21,238.83710939398355,244.2317063087208
22,239.30025756913057,244.61078227214153
23,239.76340574427758,244.98985823556228
24,240.2265539194246,245.36893419898303
25,240.6897020945716,245.74801016240377
26,241.1528502697186,246.12708612582452
27,241.61599844486562,246.50616208924527
28,242.07914662001264,246.885238052666
29,242.54229479515965,246.885238052666
30,243.00544297030666,244.77997489477127
31,243.46859114545367,244.77997489477127
32,243.93173932060068,244.77997489477127
33,244.3948874957477,242.67471173687653
34,244.3948874957477,242.67471173687653
35,242.28962433785296,242.67471173687653
36,242.28962433785296,242.67471173687653
37,242.28962433785296,242.67471173687653
38,242.28962433785296,240.5694485789818
39,242.28962433785296,238.46418542108705
40,242.28962433785296,236.3589222631923
41,242.28962433785296,234.25365910529757
42,242.28962433785296,233.4253967975764
43,242.28962433785296,233.4253967975764
44,242.28962433785296,233.4253967975764
45,240.18436117995822,233.4253967975764
46,238.07909802206348,233.4253967975764
47,238.07909802206348,233.4253967975764
48,235.97383486416874,233.4253967975764
49,233.868571706274,233.4253967975764
50,233.83200660932107,233.4253967975764
51,231.72674345142633,233.4253967975764
52,229.6214802935316,233.4253967975764
53,229.6214802935316,233.4253967975764
54,230.0846284686786,233.80447276099716
55,230.5477766438256,234.1835487244179
56,231.01092481897263,234.56262468783865
57,231.47407299411964,234.9417006512594
58,231.93722116926665,235.32077661468014
59,232.40036934441366,235.6998525781009
60,232.86351751956067,236.07892854152163
61,233.32666569470769,236.45800450494238
62,233.7898138698547,236.83708046836313
63,234.2529620450017,237.21615643178387
64,234.71611022014872,237.59523239520462
65,235.17925839529573,237.86956917053573
66,235.64240657044274,238.24864513395647
67,236.10555474558976,238.62772109737722
68,236.56870292073677,239.00679706079796
69,237.03185109588378,239.3858730242187
70,237.4949992710308,239.76494898763946
71,237.9581474461778,240.1440249510602
72,238.42129562132482,240.52310091448095
73,238.88444379647183,240.9021768779017
74,239.34759197161884,241.28125284132244
75,239.81074014676585,241.6603288047432
76,240.27388832191286,242.03940476816393
77,240.73703649705988,242.41848073158468
78,241.2001846722069,242.79755669500543
79,241.6633328473539,243.17663265842617
80,242.1264810225009,243.55570862184692
81,242.58962919764792,243.93478458526766
82,243.05277737279494,244.3138605486884
83,243.51592554794195,244.69293651210916
84,243.97907372308896,245.0720124755299
85,244.44222189823597,245.45108843895065
86,244.90537007338298,245.8301644023714
87,245.36851824853,246.20924036579214
88,245.831666423677,246.5883163292129
89,246.29481459882402,246.96739229263363
90,246.75796277397103,247.3464682560547
91,247.22111094911804,247.72554421947368
92,247.68425912426505,248.10462018289473
93,248.14740729941207,248.4836961463158
94,248.61055547455908,248.86277210973682
95,249.0737036497061,249.24184807315788
96,249.536851824853,249.62092403657894
97,250.0,250.0
