Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.8277,Digging,Traveling,0.0,0.0,4.7653,Digging,Idle,0.0
2,08:15,0.0,0.0,5.4411,Digging,Idle,0.0,0.0,4.78,Digging,Traveling,0.0
3,08:30,8.0,2.0,0.4879,Charging,Serving CEV,0.0,0.0,4.9351,Digging,Idle,-2.0
4,08:45,0.0,2.0,4.8277,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,0.0
5,09:00,0.0,2.0,4.78,Digging,Idle,0.0,2.0,4.5629,Digging,Idle,0.0
6,09:15,0.0,2.0,4.2765,Traveling,Idle,8.0,4.0,0.0,Charging,Serving CEV,2.0
7,09:30,8.0,4.0,0.4689,Charging,Serving CEV,-0.0,4.0,4.7093,Traveling,Idle,0.0
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,8.0,6.0,0.0,Charging,Serving CEV,7.105427357601002e-15
9,10:00,0.0,5.999999999999993,4.2026,Digging,Idle,0.0,6.0,4.9351,Digging,Traveling,7.105427357601002e-15
10,10:15,0.0,5.999999999999993,4.2582,Digging,Idle,0.0,6.0,5.4411,Digging,Charging (grid),7.105427357601002e-15
11,10:30,0.0,5.999999999999993,4.7843,Digging,Idle,0.0,6.0,4.7843,Digging,Charging (grid),7.105427357601002e-15
12,10:45,8.0,7.999999999999993,0.2629,Charging,Serving CEV,0.0,6.0,3.4832,Digging,Charging (grid),-1.999999999999993
13,11:00,0.0,7.999999999999993,4.7425,Digging,Idle,0.0,6.0,0.4689,Idle,Charging (grid),-1.999999999999993
14,11:15,0.0,7.999999999999993,4.7746,Traveling,Idle,0.0,6.0,4.6083,Traveling,Charging (grid),-1.999999999999993
15,11:30,0.0,7.999999999999993,4.8544,Digging,Idle,0.0,6.0,5.4411,Digging,Charging (grid),-1.999999999999993
16,11:45,0.0,7.999999999999993,4.7843,Digging,Idle,0.0,6.0,4.7809,Digging,Charging (grid),-1.999999999999993
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,0.0,6.0,0.0,,Charging (grid),-3.999999999999993
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,0.0,6.0,0.0,,Charging (grid),-5.999999999999993
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,6.0,0.0,,Charging (grid),-5.999999999999993
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-5.999999999999993
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,6.0,0.0,,Charging (grid),-5.999999999999993
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,6.0,0.0,,Traveling,-5.999999999999993
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),8.0,8.0,0.0,Charging,Serving CEV,-3.999999999999993
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),7.999999999999998,10.0,0.0,Charging,Serving CEV,-1.999999999999993
25,14:00,0.0,11.999999999999993,4.2907,Digging,Charging (grid),0.0,10.0,4.4919,Digging,Idle,-1.999999999999993
26,14:15,0.0,11.999999999999993,4.2026,Digging,Charging (grid),0.0,10.0,4.2907,Digging,Idle,-1.999999999999993
27,14:30,0.0,11.999999999999993,4.7175,Traveling,Charging (grid),0.0,10.0,6.1076,Traveling,Idle,-1.999999999999993
28,14:45,0.0,11.999999999999993,3.9497,Loading/Swinging,Charging (grid),0.0,10.0,4.1586,Loading/Swinging,Idle,-1.999999999999993
29,15:00,0.0,11.999999999999993,0.5059,Idle,Charging (grid),8.0,12.0,0.2629,Charging,Serving CEV,7.105427357601002e-15
30,15:15,0.0,11.999999999999993,2.9903,Loading/Swinging,Charging (grid),0.0,12.0,3.9497,Loading/Swinging,Idle,7.105427357601002e-15
31,15:30,0.0,11.999999999999993,2.9903,Loading/Swinging,Charging (grid),0.0,12.0,3.9497,Loading/Swinging,Idle,7.105427357601002e-15
32,15:45,0.0,11.999999999999993,3.1344,Loading/Swinging,Charging (grid),5.888510804230523,13.47212770105763,0.0,Charging,Serving CEV,1.4721277010576372
33,16:00,0.0,11.999999999999993,4.7095,Traveling,Traveling,0.0,13.47212770105763,3.8487,Loading/Swinging,Idle,1.4721277010576372
34,16:15,8.0,13.999999999999993,0.4689,Charging,Serving CEV,0.0,13.47212770105763,4.4502,Traveling,Idle,-0.5278722989423628
35,16:30,0.0,13.999999999999993,2.4555,Loading/Swinging,Idle,0.0,13.47212770105763,5.8726,Loading/Swinging,Idle,-0.5278722989423628
36,16:45,0.0,13.999999999999993,2.6102,Loading/Swinging,Idle,8.0,15.47212770105763,0.0264,Charging,Serving CEV,1.4721277010576372
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,8.0,17.47212770105763,0.0,Charging,Serving CEV,2.022274710627002
38,17:15,0.0,15.449852990430628,0.0,,Idle,8.0,19.47212770105763,0.0,Charging,Serving CEV,4.022274710627002
39,17:30,0.0,15.449852990430628,0.0,,Idle,8.0,21.47212770105763,0.0,Charging,Serving CEV,6.022274710627002
40,17:45,8.0,17.449852990430628,0.0,Charging,Serving CEV,8.0,23.47212770105763,0.0,Charging,Serving CEV,6.022274710627002
41,18:00,8.0,19.449852990430628,0.0,Charging,Serving CEV,5.750935995546806,24.909861699944333,0.0,Charging,Serving CEV,5.460008709513705
42,18:15,8.0,21.449852990430628,0.0,Charging,Serving CEV,0.0,24.909861699944333,0.0,,Traveling,3.460008709513705
43,18:30,8.0,23.449852990430628,0.0,Charging,Serving CEV,0.0,24.909861699944333,0.0,,Idle,1.4600087095137049
44,18:45,8.0,25.449852990430628,0.0,Charging,Serving CEV,0.0,24.909861699944333,0.0,,Idle,-0.5399912904862951
45,19:00,0.0,25.449852990430628,0.0,,Idle,0.0,24.909861699944333,0.0,,Idle,-0.5399912904862951
