Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A1S_minus_A0_cum_kWh
1,08:00,0.0,0.0,5.3659,Digging,Traveling,0.0,0.0,4.8905,Digging,Traveling,0.0
2,08:15,0.0,0.0,4.6773,Digging,Idle,0.0,0.0,4.2026,Digging,Idle,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,0.0,4.9634,Digging,Idle,-2.0
4,08:45,0.0,2.0,4.9634,Digging,Idle,0.0,0.0,4.7843,Digging,Idle,-2.0
5,09:00,0.0,2.0,4.5629,Digging,Idle,8.0,2.0,0.0,Charging,Serving CEV,0.0
6,09:15,0.0,2.0,4.2765,Traveling,Idle,4.573889480125912e-12,2.0000000000011435,4.7095,Traveling,Idle,1.1435297153639112e-12
7,09:30,8.0,4.0,0.1325,Charging,Serving CEV,8.0,4.000000000001144,0.0,Charging,Serving CEV,1.1439738045737613e-12
8,09:45,7.999999999999972,5.999999999999993,0.061,Charging,Serving CEV,7.947684210850234,5.9869210527137025,0.0262,Charging,Serving CEV,-0.013078947286290443
9,10:00,0.0,5.999999999999993,4.7653,Digging,Idle,0.0,5.9869210527137025,4.8905,Digging,Traveling,-0.013078947286290443
10,10:15,0.0,5.999999999999993,4.7843,Digging,Idle,0.0,5.9869210527137025,4.2026,Digging,Charging (grid),-0.013078947286290443
11,10:30,0.0,5.999999999999993,4.7809,Digging,Idle,0.0,5.9869210527137025,5.1226,Digging,Charging (grid),-0.013078947286290443
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,0.0,5.9869210527137025,0.4879,Idle,Charging (grid),-2.0130789472862904
13,11:00,0.0,7.999999999999993,5.1226,Digging,Idle,0.0,5.9869210527137025,4.7843,Digging,Charging (grid),-2.0130789472862904
14,11:15,0.0,7.999999999999993,5.3364,Traveling,Idle,0.0,5.9869210527137025,5.3956,Traveling,Charging (grid),-2.0130789472862904
