Time_Period,MCS_1_A0_kWh,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0,250.0
2,250.0,250.0,250.0
3,250.0,250.0,250.0
4,247.89473684210526,248.09148970418985,250.0
5,247.8947368421053,248.09148970418985,247.89473684210526
6,247.8947368421053,248.09148970418957,247.89473684210526
7,245.78947368421055,246.8200296217374,245.78947368421052
8,244.68975069252076,246.8200296217374,245.78947368421032
9,244.68975069252076,244.71476646384392,244.01131934621606
10,244.68975069252076,244.71476646384392,244.01131934621606
11,244.68975069252076,244.71476646384392,244.44824906180668
12,244.68975069252076,244.71476646384392,244.8851787773973
13,242.58448753462602,242.60950330594918,245.32210849298792
14,242.58448753462602,242.60950330594918,245.76168908413237
15,242.58448753462602,242.60950330594918,246.20126967527682
16,242.58448753462602,242.60950330594918,246.65390764076082
17,242.58448753462602,242.60950330594918,247.10654560624482
18,240.47922437673128,240.50424014805444,247.55918357172882
19,238.37396121883654,238.3989769901597,248.01182153721285
20,238.37396121883654,238.3989769901597,248.46445950269688
21,238.83710939398355,238.85156091917233,248.9170974681809
22,239.30025756913057,239.30414484818496,249.36973543366494
23,239.76340574427758,239.7567287771976,249.36973543366494
24,240.2265539194246,240.20931270621023,247.2644722757702
25,240.6897020945716,240.66189663522286,245.15920911787546
26,241.1528502697186,241.1144805642355,245.15920911787546
27,241.61599844486562,241.56711172977626,245.15920911787546
28,242.07914662001264,242.01974289531702,245.15920911787546
29,242.54229479515965,242.4723740608578,245.15920911787546
30,243.00544297030666,242.92500522639855,243.05394595998072
31,243.46859114545367,243.37763639193932,243.05394595998072
32,243.93173932060068,243.83026755748008,243.05394595998072
33,244.3948874957477,244.28289872302085,240.94868280208598
34,244.3948874957477,244.28289872302085,240.94868280208598
35,242.28962433785296,242.7989438853834,240.94868280208598
36,242.28962433785296,242.7989438853834,240.94868280208598
37,242.28962433785296,242.7989438853834,240.94868280208598
38,242.28962433785296,240.7649032735455,238.84341964419124
39,242.28962433785296,238.76669488469489,236.7381564862965
40,242.28962433785296,236.76660058937122,234.63289332840176
41,242.28962433785296,234.76660555228298,232.52763017050702
42,242.28962433785296,232.66134239438824,230.42236701261228
43,242.28962433785296,230.77214545728208,230.24323535915246
44,242.28962433785296,230.77214545728208,230.24323535915246
45,240.18436117995822,230.77214545728208,230.24323535915246
46,238.07909802206348,230.77214545728208,230.24323535915246
47,238.07909802206348,230.77214545728208,230.24323535915246
48,235.97383486416874,230.77214545728208,230.24323535915246
49,233.868571706274,230.77214545728208,230.24323535915246
50,233.83200660932107,230.77214545728208,230.24323535915246
51,231.72674345142633,230.77214545728208,230.24323535915246
52,229.6214802935316,230.77214545728208,230.24323535915246
53,229.6214802935316,230.77214545728208,230.24323535915246
54,230.0846284686786,231.22477662282284,230.6958733246365
55,230.5477766438256,231.6774077883636,231.14851129012052
56,231.01092481897263,232.13003895390437,231.60114925560455
57,231.47407299411964,232.58267011944514,232.05378722108858
58,231.93722116926665,233.0353012849859,232.5064251865726
59,232.40036934441366,233.48793245052667,232.95906315205664
60,232.86351751956067,233.94056361606744,233.41170111754067
61,233.32666569470769,234.3931947816082,233.8643390830247
62,233.7898138698547,234.61054037161418,234.31697704850873
63,234.2529620450017,235.06317153715494,234.76961501399276
64,234.71611022014872,235.51580270269568,235.2222529794768
65,235.17925839529573,235.51580270269568,235.51558510451133
66,235.64240657044274,235.96843386823645,235.96822306999536
67,236.10555474558976,236.4210650337772,236.4208610354794
68,236.56870292073677,236.87369619931798,236.87349900096342
69,237.03185109588378,237.32632736485874,237.32613696644745
70,237.4949992710308,237.7789585303995,237.77877493193148
71,237.9581474461778,238.23158969594027,238.2314128974155
72,238.42129562132482,238.68422086148104,238.68405086289954
73,238.88444379647183,239.1368520270218,239.13668882838357
74,239.34759197161884,239.58948319256257,239.5893267938676
75,239.81074014676585,240.04211435810333,240.04196475935163
76,240.27388832191286,240.4947455236441,240.49460272483566
77,240.73703649705988,240.94737668918486,240.9472406903197
78,241.2001846722069,241.40000785472563,241.39987865580372
79,241.6633328473539,241.8526390202664,241.85251662128775
80,242.1264810225009,242.30527018580716,242.30515458677178
81,242.58962919764792,242.75790135134793,242.7577925522558
82,243.05277737279494,243.2105325168887,243.21043051773984
83,243.51592554794195,243.66316368242946,243.66306848322387
84,243.97907372308896,244.11579484797022,244.1157064487079
85,244.44222189823597,244.568426013511,244.56834441419193
86,244.90537007338298,245.02105717905175,245.02098237967596
87,245.36851824853,245.47368834459252,245.47362034516
88,245.831666423677,245.92631951013328,245.92625831064402
89,246.29481459882402,246.37895067567405,246.37889627612805
90,246.75796277397103,246.83158184121467,246.83153424161185
91,247.22111094911804,247.28421300675544,247.28417220709588
92,247.68425912426505,247.73684417229614,247.73681017257988
93,248.14740729941207,248.1894753378369,248.1894481380639
94,248.61055547455908,248.64210650337768,248.6420861035479
95,249.0737036497061,249.09473766891844,249.09472406903194
96,249.536851824853,249.54736883445923,249.54736203451597
97,250.0,250.0,250.0
