Time_Period,MCS_1_A1S_kWh,MCS_1_A2S_kWh
1,250.0,250.0
2,250.0,250.0
3,250.0,250.0
4,250.00000000000043,250.0
5,250.00000000000043,250.0
6,247.8947368421057,247.89473684210526
7,247.8947368421057,247.89473684210526
8,247.89473684210586,248.3540945685399
9,247.89473684210583,248.3540945685399
10,245.7894736842111,246.24883141064515
11,245.7894736842111,244.1435682527504
12,243.68421052631635,244.1435682527504
13,241.5789473684216,244.1435682527504
14,241.5789473684216,242.03830509485567
15,241.5789473684216,242.03830509485567
16,241.5789473684216,242.03830509485567
17,241.5789473684216,242.03830509485567
18,239.47368421052687,239.93304193696093
19,237.36842105263213,237.8277787790662
20,237.36842105263213,237.8277787790662
21,237.85321119645928,238.28713650550083
22,238.33800134028644,238.74649423193546
23,238.8227914841136,239.20819285704923
24,239.30758162794075,239.669891482163
25,239.7923717717679,240.13159010727676
26,240.27716191559506,240.59328873239053
27,240.76417781406968,241.05576537109906
28,241.2533093451636,241.52372639552613
29,241.2533093451636,241.52372639552613
30,240.3699207737969,239.41846323763139
31,240.3699207737969,239.41846323763139
32,240.3699207737969,239.41846323763139
33,238.26465761590217,239.41846323763139
34,238.26465761590217,239.41846323763139
35,238.26465761590217,237.31320007973665
36,236.52952223940395,237.31320007973665
37,236.52952223940395,237.31320007973665
38,236.5075168948749,235.2079369218419
39,234.40225373698016,233.10267376394717
40,232.29699057908542,230.99741060605243
41,230.41449224541796,228.8921474481577
42,228.30922908752322,226.78688429026295
43,226.41384811339492,225.7732446535774
44,226.41384811339492,225.7732446535774
45,226.41384811339492,225.7732446535774
46,226.41384811339492,225.7732446535774
47,226.41384811339492,225.7732446535774
48,226.41384811339492,225.7732446535774
49,226.41384811339492,225.7732446535774
50,226.41384811339492,225.7732446535774
51,226.41384811339492,225.7732446535774
52,226.41384811339492,225.7732446535774
53,226.41384811339492,225.7732446535774
54,226.94989701990866,226.32385272963245
55,227.4859459264224,226.8744608056875
56,228.02199483293614,227.42506888174256
57,228.5580437394499,227.97567695779762
58,229.09409264596363,228.52628503385267
59,229.63014155247737,229.07689310990773
60,230.1661904589911,229.62750118596279
61,230.70223936550485,230.17810926201784
62,231.2382882720186,230.7287173380729
63,231.77433717853233,231.27932541412795
64,232.31038608504608,231.829933490183
65,232.84643499155993,232.3805415662381
66,233.3824838980738,232.93114964229318
67,233.91853280458764,233.48175771834826
68,234.4545817111015,234.03236579440335
69,234.99063061761535,234.58297387045843
70,235.5266795241292,235.13358194651352
71,236.06272843064306,235.6841900225686
72,236.59877733715692,236.23479809862368
73,237.13482624367077,236.78540617467877
74,237.67087515018463,237.33601425073385
75,238.20692405669848,237.88662232678894
76,238.74297296321234,238.43723040284402
77,239.2790218697262,238.9878384788991
78,239.81507077624005,239.5384465549542
79,240.3511196827539,240.08905463100928
80,240.88716858926776,240.63966270706436
81,241.4232174957816,241.19027078311944
82,241.95926640229547,241.74087885917453
83,242.49531530880932,242.2914869352296
84,243.03136421532318,242.8420950112847
85,243.56741312183703,243.39270308733978
86,244.1034620283509,243.94331116339487
87,244.63951093486475,244.49391923944995
88,245.1755598413786,245.04452731550504
89,245.71160874789246,245.59513539156012
90,246.24765765440296,246.14574346761435
91,246.7837065609168,246.69635154366944
92,247.31975546743067,247.24695961972452
93,247.85580437394455,247.79756769577963
94,248.39185328045838,248.3481757718347
95,248.92790218697226,248.8987838478898
96,249.46395109348612,249.4493919239449
97,250.0,250.0
