Time_Period,MCS_1_A0_kWh,MCS_1_A1R_kWh
1,250.0,250.0
2,250.0,250.0
3,248.67243767313022,248.78241502748344
4,248.6724376731308,248.78241502748344
5,248.6724376731308,248.78241502748344
6,246.56717451523605,246.6771518695887
7,246.56717451523605,246.6771518695887
8,246.56717451523605,244.57188871169396
9,244.4619113573413,244.57188871169396
10,244.4619113573413,244.57188871169396
11,244.78466066481974,244.57188871169396
12,245.2587824225634,244.57188871169396
13,245.73290418030706,242.46662555379922
14,246.20702593805072,242.46662555379922
15,246.68114769579438,242.46662555379922
16,247.15526945353804,242.46662555379922
17,247.6293912112817,242.46662555379922
18,248.10351296902536,241.06668122123108
19,248.57763472676902,238.96141806333634
20,249.05175648451268,236.8561549054416
21,249.52587824225634,236.8561549054416
22,250.0,237.34875132099447
23,250.0,237.84134773654733
24,247.89473684210526,238.3339441521002
25,245.78947368421052,238.82654056765307
26,245.78947368421052,239.31913698320594
27,245.78947368421052,239.81386314502768
28,245.78947368421052,240.31080831823525
29,243.68421052631578,240.81224184498967
30,243.68421052631578,241.31585058442732
31,243.68421052631578,241.81945932386498
32,243.68421052631578,242.32651902875423
33,243.68421052631578,242.8335787336435
34,241.57894736842104,242.8335787336435
35,241.57894736842104,241.17432473946891
36,241.57894736842104,239.1563907391623
37,241.57894736842104,239.1563907391623
38,239.4736842105263,239.13755272077896
39,237.36842105263156,237.03328103753597
40,235.26315789473682,235.03876902086455
41,235.26315789473682,233.03848017963674
42,233.15789473684208,230.933217021742
43,231.05263157894734,229.0440355480116
44,231.05263157894734,229.0440355480116
45,229.13864265927918,229.0440355480116
46,229.13864265927918,229.0440355480116
47,229.13864265927918,229.0440355480116
48,229.13864265927918,229.0440355480116
49,229.13864265927918,229.0440355480116
50,229.13864265927918,229.0440355480116
51,229.13864265927918,229.0440355480116
52,229.13864265927918,229.0440355480116
53,229.13864265927918,229.0440355480116
54,229.61276441702285,229.55109525290086
55,230.0868861747665,230.05815495779012
56,230.56100793251017,230.56521466267938
57,231.03512969025383,231.07227436756864
58,231.50925144799749,231.5793340724579
59,231.98337320574115,232.08639377734715
60,232.4574949634848,232.5934534822364
61,232.93161672122847,233.10051318712567
62,233.40573847897213,233.10051318712567
63,233.87986023671579,233.60757289201493
64,234.35398199445945,233.7740894435434
65,234.8281037522031,233.7740894435434
66,235.30222550994677,234.28114914843266
67,235.77634726769043,234.78820885332192
68,236.25046902543409,235.29526855821118
69,236.72459078317775,235.80232826310043
70,237.1987125409214,236.3093879679897
71,237.67283429866507,236.81644767287895
72,238.14695605640873,237.3235073777682
73,238.6210778141524,237.83056708265747
74,239.09519957189605,238.33762678754672
75,239.5693213296397,238.84468649243598
76,240.04344308738337,239.35174619732524
77,240.51756484512703,239.8588059022145
78,240.9916866028707,240.36586560710376
79,241.46580836061435,240.87292531199301
80,241.939930118358,241.37998501688227
81,242.41405187610167,241.88704472177153
82,242.88817363384533,242.3941044266608
83,243.362295391589,242.90116413155005
84,243.83641714933265,243.4082238364393
85,244.3105389070763,243.91528354132856
86,244.78466066481997,244.42234324621782
87,245.25878242256363,244.92940295110708
88,245.7329041803073,245.43646265599634
89,246.20702593805095,245.9435223608856
90,246.6811476957946,246.4505820657751
91,247.15526945353827,246.95764177066286
92,247.62939121128193,247.46470147555237
93,248.1035129690256,247.97176118044192
94,248.57763472676925,248.4788208853314
95,249.0517564845129,248.98588059022094
96,249.52587824225634,249.49294029511046
97,250.0,250.0
