Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.8905,Digging,Traveling,0.0,0.0,5.3389,Digging,Idle,0.0
2,08:15,0.0,0.0,5.4411,Digging,Idle,0.0,0.0,4.9634,Digging,Idle,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,0.0,0.0,4.9634,Digging,Traveling,-2.0
4,08:45,0.0,2.0,5.3659,Digging,Idle,8.0,2.0,0.2481,Charging,Serving CEV,0.0
5,09:00,0.0,2.0,5.1226,Digging,Idle,0.0,2.0,5.4411,Digging,Idle,0.0
6,09:15,0.0,2.0,5.1579,Traveling,Idle,8.0,4.0,1.3131,Charging,Serving CEV,2.0
7,09:30,8.0,4.0,0.4879,Charging,Serving CEV,6.597894736842107,5.649473684210527,0.0,Charging,Serving CEV,1.6494736842105269
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,0.0,5.649473684210527,4.6066,Traveling,Traveling,-0.350526315789466
9,10:00,0.0,5.999999999999993,4.7425,Digging,Idle,0.0,5.649473684210527,4.78,Digging,Charging (grid),-0.350526315789466
10,10:15,0.0,5.999999999999993,4.7809,Digging,Idle,0.0,5.649473684210527,5.3659,Digging,Charging (grid),-0.350526315789466
11,10:30,0.0,5.999999999999993,4.4919,Digging,Idle,0.0,5.649473684210527,3.4832,Digging,Charging (grid),-0.350526315789466
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,0.0,5.649473684210527,0.0,Idle,Charging (grid),-2.350526315789466
13,11:00,0.0,7.999999999999993,4.7653,Digging,Idle,0.0,5.649473684210527,4.9634,Digging,Charging (grid),-2.350526315789466
14,11:15,0.0,7.999999999999993,4.5721,Traveling,Idle,0.0,5.649473684210527,4.6066,Traveling,Charging (grid),-2.350526315789466
15,11:30,0.0,7.999999999999993,4.8905,Digging,Idle,0.0,5.649473684210527,4.2907,Digging,Charging (grid),-2.350526315789466
16,11:45,0.0,7.999999999999993,4.2907,Digging,Idle,0.0,5.649473684210527,4.2026,Digging,Charging (grid),-2.350526315789466
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,0.0,5.649473684210527,0.0,,Charging (grid),-4.350526315789466
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,0.0,5.649473684210527,0.0,,Charging (grid),-6.350526315789466
19,12:30,0.0,11.999999999999993,0.0,,Traveling,0.0,5.649473684210527,0.0,,Charging (grid),-6.350526315789466
20,12:45,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.649473684210527,0.0,,Charging (grid),-6.350526315789466
21,13:00,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.649473684210527,0.0,,Charging (grid),-6.350526315789466
22,13:15,0.0,11.999999999999993,0.0,,Charging (grid),0.0,5.649473684210527,0.0,,Traveling,-6.350526315789466
23,13:30,0.0,11.999999999999993,0.0,,Charging (grid),8.0,7.649473684210527,0.0,Charging,Serving CEV,-4.350526315789466
24,13:45,0.0,11.999999999999993,0.0,,Charging (grid),8.0,9.649473684210527,0.0,Charging,Serving CEV,-2.350526315789466
25,14:00,0.0,11.999999999999993,4.2907,Digging,Charging (grid),0.0,9.649473684210527,4.7809,Digging,Idle,-2.350526315789466
26,14:15,0.0,11.999999999999993,5.4411,Digging,Charging (grid),0.0,9.649473684210527,4.9634,Digging,Idle,-2.350526315789466
27,14:30,0.0,11.999999999999993,5.3364,Traveling,Charging (grid),0.0,9.649473684210527,5.3956,Traveling,Idle,-2.350526315789466
28,14:45,0.0,11.999999999999993,4.1586,Loading/Swinging,Charging (grid),0.0,9.649473684210527,2.4555,Loading/Swinging,Idle,-2.350526315789466
29,15:00,0.0,11.999999999999993,0.0,Idle,Charging (grid),8.0,11.649473684210527,1.3131,Charging,Serving CEV,-0.350526315789466
30,15:15,0.0,11.999999999999993,4.1586,Loading/Swinging,Charging (grid),0.0,11.649473684210527,2.9596,Loading/Swinging,Idle,-0.350526315789466
31,15:30,0.0,11.999999999999993,3.0868,Loading/Swinging,Charging (grid),0.0,11.649473684210527,2.5796,Loading/Swinging,Idle,-0.350526315789466
32,15:45,0.0,11.999999999999993,3.4369,Loading/Swinging,Charging (grid),0.0,11.649473684210527,2.5796,Loading/Swinging,Idle,-0.350526315789466
33,16:00,0.0,11.999999999999993,4.617,Traveling,Traveling,5.24926407828384,12.961789703781488,0.7188,Charging,Serving CEV,0.9617897037814949
34,16:15,8.0,13.999999999999993,0.5059,Charging,Serving CEV,0.0,12.961789703781488,5.0591,Traveling,Idle,-1.0382102962185051
35,16:30,0.0,13.999999999999993,3.7992,Loading/Swinging,Idle,0.0,12.961789703781488,5.8726,Loading/Swinging,Idle,-1.0382102962185051
36,16:45,0.0,13.999999999999993,3.0004,Loading/Swinging,Idle,8.0,14.961789703781488,0.0,Charging,Serving CEV,0.9617897037814949
37,17:00,5.799411961722543,15.449852990430628,0.0,Charging,Serving CEV,8.0,16.961789703781488,0.0,Charging,Serving CEV,1.5119367133508597
38,17:15,0.0,15.449852990430628,0.0,,Idle,8.0,18.961789703781488,0.0,Charging,Serving CEV,3.5119367133508597
39,17:30,0.0,15.449852990430628,0.0,,Idle,8.0,20.961789703781488,0.0,Charging,Serving CEV,5.51193671335086
