Time_Period,Clock,A1R_Discharge_kW,A1R_Discharge_cum_kWh,A1R_Work_kW,A1R_CEV1_Activity,A1R_MCS_Status,A2R_Discharge_kW,A2R_Discharge_cum_kWh,A2R_Work_kW,A2R_CEV1_Activity,A2R_MCS_Status,A2R_minus_A1R_cum_kWh
42,18:15,0.0,24.009242534990666,0.0,Idle,Traveling,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
43,18:30,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
44,18:45,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
45,19:00,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
46,19:15,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
47,19:30,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
48,19:45,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
49,20:00,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
50,20:15,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
51,20:30,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
52,20:45,0.0,24.009242534990666,0.0,Idle,Idle,0.0,24.00924253499067,0.0,Idle,Idle,3.552713678800501e-15
53,21:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
54,21:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
55,21:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
56,21:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
57,22:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
58,22:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
59,22:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
60,22:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
61,23:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
62,23:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
63,23:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
64,23:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
65,00:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
66,00:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
67,00:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
68,00:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
69,01:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
70,01:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
71,01:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
72,01:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
73,02:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
74,02:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
75,02:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
76,02:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
77,03:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
78,03:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
79,03:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
80,03:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
81,04:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
82,04:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
83,04:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
84,04:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
85,05:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
86,05:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
87,05:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
88,05:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
89,06:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
90,06:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
91,06:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
92,06:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
93,07:00,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
94,07:15,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
95,07:30,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
96,07:45,0.0,24.009242534990666,0.0,Idle,Charging (grid),0.0,24.00924253499067,0.0,Idle,Charging (grid),3.552713678800501e-15
