Time_Period,Clock,A0_Discharge_kW,A0_Discharge_cum_kWh,A0_Work_kW,A0_CEV1_Activity,A0_MCS_Status,A1S_Discharge_kW,A1S_Discharge_cum_kWh,A1S_Work_kW,A1S_CEV1_Activity,A1S_MCS_Status,A2S_Discharge_kW,A2S_Discharge_cum_kWh,A2S_Work_kW,A2S_CEV1_Activity,A2S_MCS_Status,A1S_minus_A0_cum_kWh,A2S_minus_A0_cum_kWh
1,08:00,0.0,0.0,4.78,Digging,Traveling,0.0,0.0,4.7809,Digging,Traveling,0.0,0.0,4.5629,Digging,Idle,0.0,0.0
2,08:15,0.0,0.0,5.1226,Digging,Idle,0.0,0.0,4.7425,Digging,Idle,0.0,0.0,5.3389,Digging,Idle,0.0,0.0
3,08:30,8.0,2.0,0.0,Charging,Serving CEV,4.2530526315709825,1.0632631578927456,0.0,Charging,Serving CEV,0.0,0.0,4.9634,Digging,Idle,-0.9367368421072544,-2.0
4,08:45,0.0,2.0,4.7843,Digging,Idle,0.0,1.0632631578927456,4.5629,Digging,Idle,0.0,0.0,4.7809,Digging,Traveling,-0.9367368421072544,-2.0
5,09:00,0.0,2.0,4.7809,Digging,Idle,7.999999999999028,3.0632631578925027,0.0,Charging,Serving CEV,8.0,2.0,0.0264,Charging,Serving CEV,1.0632631578925027,0.0
6,09:15,0.0,2.0,5.3956,Traveling,Idle,0.0,3.0632631578925027,5.4411,Digging,Idle,0.0,2.0,6.1076,Traveling,Idle,1.0632631578925027,0.0
7,09:30,8.0,4.0,0.061,Charging,Serving CEV,7.657207756242187,4.977565096953049,0.0,Charging,Serving CEV,8.0,4.0,0.2629,Charging,Serving CEV,0.9775650969530494,0.0
8,09:45,7.999999999999972,5.999999999999993,0.0,Charging,Serving CEV,0.0,4.977565096953049,4.6066,Traveling,Idle,8.0,6.0,0.0,Charging,Serving CEV,-1.0224349030469435,7.105427357601002e-15
9,10:00,0.0,5.999999999999993,5.4411,Digging,Idle,0.0,4.977565096953049,4.7843,Digging,Idle,0.0,6.0,4.7843,Digging,Traveling,-1.0224349030469435,7.105427357601002e-15
10,10:15,0.0,5.999999999999993,4.7843,Digging,Idle,0.0,4.977565096953049,4.2907,Digging,Idle,0.0,6.0,5.1226,Digging,Charging (grid),-1.0224349030469435,7.105427357601002e-15
11,10:30,0.0,5.999999999999993,4.6773,Digging,Idle,0.0,4.977565096953049,4.8277,Digging,Idle,0.0,6.0,5.1226,Digging,Charging (grid),-1.0224349030469435,7.105427357601002e-15
12,10:45,8.0,7.999999999999993,0.0,Charging,Serving CEV,8.0,6.977565096953049,0.4689,Charging,Serving CEV,-0.0,6.0,4.9351,Digging,Charging (grid),-1.0224349030469435,-1.999999999999993
13,11:00,0.0,7.999999999999993,4.5629,Digging,Idle,0.0,6.977565096953049,4.8277,Digging,Idle,0.0,6.0,0.0,Idle,Charging (grid),-1.0224349030469435,-1.999999999999993
14,11:15,0.0,7.999999999999993,6.1076,Traveling,Idle,0.0,6.977565096953049,4.6559,Traveling,Idle,0.0,6.0,5.3364,Traveling,Charging (grid),-1.0224349030469435,-1.999999999999993
15,11:30,0.0,7.999999999999993,4.2582,Digging,Idle,0.0,6.977565096953049,4.2026,Digging,Idle,0.0,6.0,4.5629,Digging,Charging (grid),-1.0224349030469435,-1.999999999999993
16,11:45,0.0,7.999999999999993,4.8905,Digging,Idle,0.0,6.977565096953049,4.7809,Digging,Idle,0.0,6.0,4.7425,Digging,Charging (grid),-1.0224349030469435,-1.999999999999993
17,12:00,8.0,9.999999999999993,0.0,Charging,Serving CEV,8.0,8.97756509695305,0.0,Charging,Serving CEV,0.0,6.0,0.0,,Charging (grid),-1.0224349030469426,-3.999999999999993
18,12:15,8.0,11.999999999999993,0.0,Charging,Serving CEV,7.999999999999812,10.977565096953004,0.0,Charging,Serving CEV,0.0,6.0,0.0,,Charging (grid),-1.0224349030469888,-5.999999999999993
